nama_kegiatan,skpd,harga_kontrak,nomor,nama_pekerjaan,metode,npwp,nama_perusahaan,alamat,hps,penawaran,setelah_negosiasi,alamat_pemenang,npwp
Belanja Sewa Ruang Rapat/Pertemuan & Belanja Makanan dan Minuman Kegiatan,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,56693000,027/57-Kesbang/PPPBJ-BKBPM/2014,PPS-72 Pasangan TPT Sal. Sekedangdeur Kec. Ujung Berung,Pengadaan Langsung,01.118.363.9-422.000,CV. INTAN PUTERA,"Jl. Leuwi Panjang, Gg. Rukun Sari II No.42A",188271100,187756510,187693480,"CV. INTAN PUTERA Jl. Leuwi Panjang, Gg. Rukun Sari II No.42A",01.118.363.9-422.000
Belanja Jasa Cleaning Service,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,62617500,027/21-Sekr/PPPBJ-BKBPM/2014,PENGADAAN IGNITOR,Pengadaan Langsung,01.977.384.5-424.000,CV.KARYA MULYA,JL. H AKHSAN NO.11,145274250,144980000,144787500,CV.KARYA MULYA JL. H AKHSAN NO.11,01.977.384.5-424.000
Belanja Modal Pengadaan Komputer Komputer/PC,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,104830000,027/104-Sekr/PPPBJ-BKBPM/2014,PENGADAAN LAMPU SODIUM i 70 / 220 V,Pengadaan Langsung,02.065.108.9-429.000,CV. SAHABAT,Jl. Rengasdengklok IV No.2 Kel. Antapani Kidul Kec. Antapani Bandung,113537600,113300000,113080000,CV. SAHABAT Jl. Rengasdengklok IV No.2 Kel. Antapani Kidul Kec. Antapani Bandung,02.065.108.9-429.000
Belanja Bahan Bakar Minyak/Gas dan Pelumas,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,108066000,027/60-Sekr/PPPBJ-BKBPM/2014,BTS-05 Pasangan TPT Sal. Citiis Kec. Bandung Kidul,Pengadaan Langsung,01.611.928.1-424.000,CV. DWI DINNAR,Jl.Ranca Manyar I No.9,104357689,103933160,103846700,CV. DWI DINNAR Jl.Ranca Manyar I No.9,01.611.928.1-424.000
Belanja Modal Pengadaan Komputer Note Book,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,168300000,027/108-Sekr/PPPBJ-BKBPM/2014,"Rehabilitasi Jl.Sumber Hegar, Jl.Sumber sari",Pengadaan Langsung,31.454.113.7-429.000,CV. DIAN PRATAMA,Jl. Haruman Sari No.145,199232237,198497870,198171060,CV. DIAN PRATAMA Jl. Haruman Sari No.145,31.454.113.7-429.000
Belanja Modal Pengadaan Lemari Kaca & Belanja Modal Pengadaan Meja Rapat & Belanja Modal Pengadaan Meja Kerja,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,60500240,027/90-Sekre/PPPBJ-BKBPM/2014,RKK.23. Pasangan Pagar Pengaman S. Cigending Kec. Ujungberung,Pengadaan Langsung,31.783.688.0-429.000,CV. GENTAR JAYA,"JL.PALASARI III RT.004 RW.007 KEL.PALASARI,BANDUNG",90892650,90366580,90119080,"CV. GENTAR JAYA JL.PALASARI III RT.004 RW.007 KEL.PALASARI,BANDUNG",31.783.688.0-429.000
Belanja Kursus-Kursus Singkat/Pelatihan,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,129096000,027/152-Sekr/PPPBJ-BKBPM/2014,"Pengerukan Saluran, Tali air dan Gorong-gorong Jl.Turangga,Jl.Reog, Jl. Martanegara",Pengadaan Langsung,02.446.340.8-423.000,CV. WIDHY LESTARI,jl. kiaracondong no. 147A bandung,154065870,153014890,152784990,CV. WIDHY LESTARI jl. kiaracondong no. 147A bandung,02.446.340.8-423.000
Belanja Souvenir,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,54147500,027/144-PM/PPPBJ-BKBPM/2014,"Pengerukan Saluran, tali-tali air, gorong-gorong jl.Malabar",Pengadaan Langsung,21.151.408.8-424.000,CV SUKAMULUS,jl papanggungan XIII No. 117 Rt 08/09,124126085,123203850,123084500,CV SUKAMULUS jl papanggungan XIII No. 117 Rt 08/09,21.151.408.8-424.000
Belanja Pakaian Sipil (PSH),Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,54829500,027/149-Sekr/PPPBJ-BKBPM/2014,"Rehabilitasi dan Pengerukan Saluran, Tali air,Gorong-gorong Jl. Taman Pramuka, Jl. Cendana, Jl. Taman Supratman, Jl. Salam, Jl. Jamuju",Pengadaan Langsung,02.366.462.6-422.000,CV. GUDITA,Jl. Bougenvile II No.19 Gempol Asri Bandung,124835754,124092970,123973620,CV. GUDITA Jl. Bougenvile II No.19 Gempol Asri Bandung,02.366.462.6-422.000
Belanja Souvenir,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,54147500,027/141-PM/PPPBJ-BKBPM/2014,"Pengerukan Saluran, Tali air dan Gorong-gorong Jl.PSM, Jl. PSM Dalam",Pengadaan Langsung,01.482.761.2-428.000,CV. SEDERHANA,Jl.Gegerkalong Tengah No.71A/173B,75375428,74933160,74813810,CV. SEDERHANA Jl.Gegerkalong Tengah No.71A/173B,01.482.761.2-428.000
Belanja Makanan dan Minuman Rapat & Belanja Makanan dan Minuman Kegiatan,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,113485450,027/140-PM/PPPBJ-BKBPM/2014,"Pengerukan Saluran, dan gorong-gorong Jl. Papanggungan",Pengadaan Langsung,01.983.837.4-422.000,CV. TEJA INTEN PERMATA,Jl. Pagarsih Gg Maskandi 128/88,50710897,50361960,50242610,CV. TEJA INTEN PERMATA Jl. Pagarsih Gg Maskandi 128/88,01.983.837.4-422.000
Belanja Pakaian Olahraga,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,61737500,027/154-Sekr/PPPBJ-BKBPM/2014,Belanja Kursus-kursus Singkat/Pelatihan BCLS/BTCLS Bagi Perawat,Pengadaan Langsung,02.789.287.6-429.000,CV. SAPTA PRATAMA,JL. KEADILAN IV N. 156 A,104676000,104676000,104648500,CV. SAPTA PRATAMA JL. KEADILAN IV N. 156 A,02.789.287.6-429.000
Belanja Makanan dan Minuman Kegiatan,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,58100000,027/178-PK/PPPBJ-BKBPM/2014,Belanja Modal Pengadaan Sofa,Pengadaan Langsung,03.311.330.9-444.000,CV. ARTHA MULIA,Jl. Cikoneng No.91 Bojongsoang Kab. Bandung,137995000,137225000,136895000,CV. ARTHA MULIA Jl. Cikoneng No.91 Bojongsoang Kab. Bandung,03.311.330.9-444.000
Belanja Makanan dan Minuman Kegiatan & Belanja Makanan dan Minuman Tamu,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,56758500,027/163-PM/PPPBJ-BKBPM/2014,Belanja mebeler RKB Tahun 2014 SMPN 16,Pengadaan Langsung,01.692.027.4-429.000,CV. PUTRI AYU,Jl. Taruna Raya No.84 Ujung Berung,87785500,86878000,86020000,CV. PUTRI AYU Jl. Taruna Raya No.84 Ujung Berung,01.692.027.4-429.000
Belanja Makanan dan Minuman Kegiatan & Belanja Makanan dan Minuman Tamu,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,59107500,027/163-PM/PPPBJ-BKBPM/2014,Pengadaan Pakaian Adat Daerah,Pengadaan Langsung,01.746.098.1-423.000,CV. GEMASTRI CANDRADITYA,Jl. Jawa No. 42,198477400,198309100,197620500,CV. GEMASTRI CANDRADITYA Jl. Jawa No. 42,01.746.098.1-423.000
Belanja Perjalanan Dinas Luar Daerah,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,73697620,027/207-Kesbang/PPPBJ-BKBPM/2014,Peningkatan jalan lingkungan (Type 2 Jalan lingkungan+Drainase) Paket 44 Jl. Rancagatan Rw. 01 Kel. Cisaranten Kulon Kec. Rancasari,Pengadaan Langsung,02.587.598.0-429.000,CV. RIKAY KARYA,jl. Senam Indah 1 No. 12,148679001,147685090,146860090,CV. RIKAY KARYA jl. Senam Indah 1 No. 12,02.587.598.0-429.000
Belanja Bahan Bakar Minyak/Gas dan Pelumas,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,102588000,027/120-Sekr/PPPBJ-BKBPM/2014,Belanja Sewa Sarana Mobilitas Darat,Pengadaan Langsung,02.778.671.4-423.000,CV. KOSMO,jl. kebon bibit utara 1 no 169,58696000,56782000,56144000,CV. KOSMO jl. kebon bibit utara 1 no 169,02.778.671.4-423.000
Belanja Modal Pengadaan Komputer Note Book,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,70202000,027/208-Sekr/PPPBJ-BKBPM/2014,Pengecatan Kerb Kecamatan Bandung Kidul,Pengadaan Langsung,31.493.694.9-424.000,CV. PUSAKA PADJADJARAN,Jl. Terusan PSM No. 55 Rt 07 Rw 06 Sukapura Kiaracondong,131526597,128816150,128761150,CV. PUSAKA PADJADJARAN Jl. Terusan PSM No. 55 Rt 07 Rw 06 Sukapura Kiaracondong,31.493.694.9-424.000
Belanja Bahan Bakar Minyak/Gas dan Pelumas,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,108066000,027/120-Sekr/PPPBJ-BKBPM/2014,Belanja bahan baku bangunan penunjang kebinamargaan Kec. Coblong TA. 2014,Pengadaan Langsung,02.446.337.4-424.000,CV SAHATI JAYA,jl. A Yani No. 610 Blk,97643700,97142650,96677900,CV SAHATI JAYA jl. A Yani No. 610 Blk,02.446.337.4-424.000
Belanja Sewa Meja Kursi & Belanja Sewa Generator & Belanja Sewa Tenda & Belanja Sewa Peralatan Panggung dan Upacara,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,133403600,027/237-PM/PPPBJ-BKBPM/2014,Belanja modal pengadaan printer & Belanja modal pengadaan komputer Note Book & Pengadaan mesin penghancur kertas,Pengadaan Langsung,31.648.630.2-424.000,CV.SINAR PAGI PERSADA,"Gg.H.Hasan No.50/210c, Cicaheum Kiaracondong Bandung",50418500,50380000,50336000,"CV.SINAR PAGI PERSADA Gg.H.Hasan No.50/210c, Cicaheum Kiaracondong Bandung",31.648.630.2-424.000
Belanja Sosialisasi,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,131712680,027/232-Kesbang/PPPBJ-BKBPM/2014,Rehab Aula Kelurahan Pasirjati,Pengadaan Langsung,31.681.012.6-424.000,CV. SARI MULTI KREASI,Komp Sukaati Permai II No. 20,171324346,170941950,170318800,CV. SARI MULTI KREASI Komp Sukaati Permai II No. 20,31.681.012.6-424.000
Belanja Bahan Bakar Minyak/Gas dan Pelumas,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,107568000,027/182-Sekr/PPPBJ-BKBPM/2014,Belanja Modal Pengadaan Rak Buku,Pengadaan Langsung,21.112.687.5-424.000,CV. TUNAS MANDIRI,Jl. Moch. Toha Gg. Aki Apandi No. 82/203D,64680000,64240000,63800000,CV. TUNAS MANDIRI Jl. Moch. Toha Gg. Aki Apandi No. 82/203D,21.112.687.5-424.000
Belanja Modal Pengadaan Komputer Note Book & Belanja Modal Pengadaan Komputer/PC & Belanja Modal Pengadaan Printer,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,118910000,027/230-Sekr/PPPBJ-BKBPM/2014,Peningkatan Motivasi Kerja Pegawai (Out Bond) Untuk Pegawai Dilingkungan Bagumpal Bertempat Di Pangandaran Pada Tanggal 14 - 16 Maret 2014,Pengadaan Langsung,31.208.964.2-429.000,PT. STEVALINDO,JL.VENUS TIMUR VI NO.10 RT/RW 02/01 METRO SOEKARNO HATTA,199650000,199100000,198000000,PT. STEVALINDO JL.VENUS TIMUR VI NO.10 RT/RW 02/01 METRO SOEKARNO HATTA,31.208.964.2-429.000
Belanja Makanan dan Minuman Kegiatan,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,65835000,027/126-Kesbang/PPPBJ-BKBPM/2014,Pengadaan Cetakan SPP dan SPM,Pengadaan Langsung,02.497.202.8-424.000,CV. KURNIA FAJAR,Jl. Sukarame I No. 175/132 E,74382000,74212600,73981600,CV. KURNIA FAJAR Jl. Sukarame I No. 175/132 E,02.497.202.8-424.000
Belanja Sewa Gedung/Kantor/Tempat & Belanja Makanan dan Minuman Kegiatan,Badan Kesatuan Bangsa dan Pemberdayaan Masyarakat,73200000,027/242-Sekr/PPPBJ-BKBPM/2014,Kebersihan di lingkungan Balaikota,Pengadaan Langsung,01.448.462.0-424.000,CV. DEWI MUKTI,Jl. Parakan Wangi No. 23,120063394,117844400,115580850,CV. DEWI MUKTI Jl. Parakan Wangi No. 23,01.448.462.0-424.000
Belanja Modal Pengadaan Komputer/PC,Badan Pelayanan Perizinan Terpadu,198110000,027/02.12/01/SPMP.PPBJ/IV/2014,Jasa Tenaga Pengamanan,Pengadaan Langsung,01.883.817.7-429.000,PT. PELAYANAN SEKURITI NUSANTARA,MTC Blok I-10 Jl. Soekarno Hatta No.590,120000012,119460000,118800000,PT. PELAYANAN SEKURITI NUSANTARA MTC Blok I-10 Jl. Soekarno Hatta No.590,01.883.817.7-429.000
Belanja Pakaian Adat Daerah,Badan Pelayanan Perizinan Terpadu,73645000,027/03.02/01/SPMP.PPBJ/IV/2014,Belanja Alat tulis Kantor,Pengadaan Langsung,31.458.947.4-429.000,CV. PUTERA PRIANGAN,Jl.Cigending No.3 Ujungberung Bandung,77605000,75614000,74461750,CV. PUTERA PRIANGAN Jl.Cigending No.3 Ujungberung Bandung,31.458.947.4-429.000
Belanja Cetak Map BPPT,Badan Pelayanan Perizinan Terpadu,96800000,027/01.11/01/PPPL.PPBJ/IV/2014,Belanja Modal Pengadaan Handycam,Pengadaan Langsung,02.366.774.4-422.000,CV. OMAHIMA RPGB,Jl.Luna II nO.169/86 dan Taman Cibaduyut Indah Blok H-10A,54120000,53597500,53350000,CV. OMAHIMA RPGB Jl.Luna II nO.169/86 dan Taman Cibaduyut Indah Blok H-10A,02.366.774.4-422.000
Belanja Jasa Pengamanan Kantor,Badan Pelayanan Perizinan Terpadu,158400000,027/01.20/01/PPPL.PPBJ/II/2014,PRB.02 Rehabilitasi Gedung Serbaguna Cinambo Lantai 1 & 2,Pengadaan Langsung,31.308.657.1-422.000,CV. CITRA MANDIRI,Jl. Karasak No.38C Astana Anyar,169731764,169250120,169242150,CV. CITRA MANDIRI Jl. Karasak No.38C Astana Anyar,31.308.657.1-422.000
Belanja Jasa Cleaning Service,Badan Pelayanan Perizinan Terpadu,198524070,027/01.08/01/PPPL.PPBJ/II/2014,Pengadaan Mesin genset,Pengadaan Langsung,03.333.459.0-444.000,PT. PURNAMA MEGA KENCANA,KP. CICALUNG RT.001 RW.004 DAMPIT KEC CICALENGKA,198660000,197232200,197120000,PT. PURNAMA MEGA KENCANA KP. CICALUNG RT.001 RW.004 DAMPIT KEC CICALENGKA,03.333.459.0-444.000
Belanja Alat Tulis Kantor,Badan Pelayanan Perizinan Terpadu,175744360,027/01.10/01/PPPL.PPBJ/IV/2014,Rehabilitasi/Pemeliharaan Periodik Jl.Simpang Babakan Hantap,Pengadaan Langsung,21.013.412.8-424.000,CV. MEGA JAYA,Jl. PLN Dalam I No.20 Kel. Ciseurueh Kec. Regol,185109063,184266600,183795090,CV. MEGA JAYA Jl. PLN Dalam I No.20 Kel. Ciseurueh Kec. Regol,21.013.412.8-424.000
Belanja Cetak Map Proses,Badan Pelayanan Perizinan Terpadu,98901000,027/19.03/01/PPPL.PPBJ/V/2014,"Peningkatan Jl. Kuningan 9,10",Pengadaan Langsung,31.549.677.8-423.000,CV. SADUGA PRATAMA,Jl. Sekeloa No.1-C RT.002 RW.002 Coblong,199172771,198001090,197674170,CV. SADUGA PRATAMA Jl. Sekeloa No.1-C RT.002 RW.002 Coblong,31.549.677.8-423.000
Belanja Modal Pengadaan Printer,Badan Pelayanan Perizinan Terpadu,73326000,027/02.12/03/PPPL.PPBJ/IV/2014,Peningkatan Jl. H.Ahmad Dahlan,Pengadaan Langsung,01.455.772.2-428.000,CV. SEKAR WANGI,Jl. Kopo Cirangrang Gg. Bapak Nasih No. 41 Kota Bandung,199003612,197837170,197434610,CV. SEKAR WANGI Jl. Kopo Cirangrang Gg. Bapak Nasih No. 41 Kota Bandung,01.455.772.2-428.000
Belanja Cetak Blanko Izin,Badan Pelayanan Perizinan Terpadu,147166250,027/02/19.03/PPPL.PPBJ/V/2014,BTS-14 Peninggian Pasangan Tembok S. Citepus Kec. Astana Anyar,Pengadaan Langsung,02.778.581.5-423.000,CV. TIWA MEKAR,jl. sukasirna II No. 135/139A Bandung,77729081,77419740,77309740,CV. TIWA MEKAR jl. sukasirna II No. 135/139A Bandung,02.778.581.5-423.000
Belanja Modal Pengadaan Almari,Badan Pelayanan Perizinan Terpadu,98010000,027/06/02.12/PPPL.PPBJ/VI/2014,Rehabilitasi Jl. Cikampek,Pengadaan Langsung,01.369.470.8-424.000,CV. ATTMIKA IYASA,Jl. Sinom Raya No. 8 Bandung Jawa Barat,74724070,74449160,74117950,CV. ATTMIKA IYASA Jl. Sinom Raya No. 8 Bandung Jawa Barat,01.369.470.8-424.000
Belanja Cetak Plang IMB,Badan Pelayanan Perizinan Terpadu,195228000,027/04/19.03/PPPL.PPBJ/V/2014,PPS-57 Pasangan TPT Sal. Cikendi Kec. Coblong,Pengadaan Langsung,31.154.808.5-429.000,CV. KURNIA,Jl. Indrajaya 1 Blok B 34,190334639,189968950,189810000,CV. KURNIA Jl. Indrajaya 1 Blok B 34,31.154.808.5-429.000
Belanja Pemeliharaan Bangunan,Badan Pelayanan Perizinan Terpadu,99339770,027/02/02.22/PPPL.PPBJ/VI/2014,Peningkatan Jl. Rancamaya,Pengadaan Langsung,02.629.727.5-424.000,CV. PASUNDAN JAYA,Jl. JELITA I NO. 83 KEL. BATUNUNGGAL KEC. BANDUNG KIDUL,144568879,143662180,143323150,CV. PASUNDAN JAYA Jl. JELITA I NO. 83 KEL. BATUNUNGGAL KEC. BANDUNG KIDUL,02.629.727.5-424.000
Belanja Jasa Pemasangan Iklan,Badan Pelayanan Perizinan Terpadu,149600000,027/01/19.04/PPPL.PPBJ/II/2014,"Pengerukan Saluran, Tali air dan Gorong-gorong Jl. Buah Batu",Pengadaan Langsung,02.203.659.4-429.000,CV. SATRIA NUGRAHA,Jl. Jatiwangi VIII No. 1,157076217,155895680,155663580,CV. SATRIA NUGRAHA Jl. Jatiwangi VIII No. 1,02.203.659.4-429.000
Belanja Pakaian Dinas Harian (PDH) Warna Khaki & Belanja Pakaian Perlindungan Masyarakat (LINMAS) & Belanja Pakaian Dinas Harian (PDH) Warna Bebas,Badan Pelayanan Perizinan Terpadu,173360000,027/03.02/02/PPPL.PPBJ/VII/2014,Belanja Peralatan Kebersihan dan Bahan Pembersih,Pengadaan Langsung,01.613.549.3-429.000,CV. NUSANTARA CIPTA REKAYASA,Jl. Purwakarta No. 39 Antapani,152288125,151904500,149314000,CV. NUSANTARA CIPTA REKAYASA Jl. Purwakarta No. 39 Antapani,01.613.549.3-429.000
Belanja Kursus-kursus Singkat/Pelatihan,Badan Pelayanan Perizinan Terpadu,198247500,027/01/05.04/PPPL.PPBJ/IX/2014,Belanja Modal Pengadaan Mebeulair SDN Cibaduyut 5,Pengadaan Langsung,02.081.190.7-422.000,CV. CAHAYA PUTRA MANDIRI,JL. KAPUR NO. 6 B BOJONGSARI BANDUNG,82945500,82549500,80740000,CV. CAHAYA PUTRA MANDIRI JL. KAPUR NO. 6 B BOJONGSARI BANDUNG,02.081.190.7-422.000
Belanja Cetak Plang IMB,Badan Pelayanan Perizinan Terpadu,196185000,027/05/19.03/PPPL.PPBJ/X/2014,Pengadaan Proyektor dan Layar & Pengadaan Printer & Pengadaan PC Tab & Pengadaan Note Book & Pengadaan Televisi & Pengadaan Pendingin Ruangan / AC,Pengadaan Langsung,31.671.151.4-422.000,CV. GAGAH CIPTA,Jl. H. Kurdi 2 Gg. VII No. 286/201,82951000,82654000,82626500,CV. GAGAH CIPTA Jl. H. Kurdi 2 Gg. VII No. 286/201,31.671.151.4-422.000
Belanja Modal Pengadaan Almari,Badan Pelayanan Perizinan Terpadu,97405000,027/12/02.22/PPPL.PPBJ/XII/2014,Belanja Modal Pengadaan Hardisk Eksternal & Belanja Modal Pengadaan Printer & Belanja Modal Pengadaan Komputer Note book & Belanja Modal Pengadaan Komputer/PC & Belanja Modal Pengadaan Mesin Fotocopy,Pengadaan Langsung,21.112.687.5-424.000,CV. TUNAS MANDIRI,Jl. Moch. Toha Gg. Aki Apandi No. 82/203D,58499870,58157000,58025000,CV. TUNAS MANDIRI Jl. Moch. Toha Gg. Aki Apandi No. 82/203D,21.112.687.5-424.000
Belanja Penyekatan Ruangan,Badan Pelayanan Perizinan Terpadu,197538000,027/01/02.22/PPPL.PPBJ/XII/2014,Pengadaan pengharum ruangan pada ruang kerja di Balaikota,Pengadaan Langsung,02.064.151.0-424.000,CV.ARICO JAYA,Jl. Kembar Barat No.29,99946000,99715000,99638000,CV.ARICO JAYA Jl. Kembar Barat No.29,02.064.151.0-424.000
Pelaburan Gedung/Aula Pelayanan,Badan Pelayanan Perizinan Terpadu,97798800,027/02/02.22/PPPL.PPBJ/XII/2014,Pengadaan Accesories Kendaraan Dinas Operasional,Pengadaan Langsung,02.629.724.2-424.000,CV. CIPTA PRATAMA ABADI,Jl. Sridara No. 26 Bandung,89925000,89595000,89265000,CV. CIPTA PRATAMA ABADI Jl. Sridara No. 26 Bandung,02.629.724.2-424.000
Belanja Cetak Map BPPT,Badan Pelayanan Perizinan Terpadu,98010000,027/01.11/10/SPMP.PPBJ/XII/2014,Perbaikan Ruang BKPM,Pengadaan Langsung,02.445.922.4-424.000,CV. HARZAN,Jl. H. Samsudin No. 51,149768381,149570380,149196380,CV. HARZAN Jl. H. Samsudin No. 51,02.445.922.4-424.000
Belanja Alat Tulis Kantor,Badan Pelayanan Perizinan Terpadu,99000000,027/01.10/02/SPMP.PPBJ/XII/2014,"Pengadaan Mekanikal Elektrikal pada ruang kerja Walikota, Wakil Walikota & Ruang Tengah",Pengadaan Langsung,31.717.557.8-424.000,CV. DASYA PRATAMA,Jl. Sindang Palay No. 15B Bandung,199936000,199551000,199309000,CV. DASYA PRATAMA Jl. Sindang Palay No. 15B Bandung,31.717.557.8-424.000
Belanja Cetak Map Proses,Badan Pelayanan Perizinan Terpadu,99152900,027/08/19.03/PPPL.PPBJ/XII/2014,Belanja Sewa Multimedia & Belanja Sewa Peralatan Panggung dan Upacara & Belanja Sewa Tenda & Belanja Sewa Meja Kursi Acara Kenal Pamit Kapolrestabes Bandung tanggal 11 Desember 2014 di Pendopo Kota Bandung,Pengadaan Langsung,66.641.266.3-445.000,CV. PERMATA KHATULISTIWA,Komp Permata Kopo A-2 No. 25 A,63079500,61811750,61578000,CV. PERMATA KHATULISTIWA Komp Permata Kopo A-2 No. 25 A,66.641.266.3-445.000
Belanja Pemeliharaan Bangunan (Pembersihan Gedung Lama),Badan Pelayanan Perizinan Terpadu,147345000,027/03/02.22/PPPL.PPBJ/XII/2014,Pengadaan rak buku dan lemari pada Bagian Organisasi & Pengadaan kursi kerja pada Bagian Organisasi & pengadaan meja kerja pada bagian Organisasi,Pengadaan Langsung,31.753.636.5-429.000,PT. SHEINA USAHATAMA,Jl. Riung Karya 4-B No. 7,188727000,188430000,188210000,PT. SHEINA USAHATAMA Jl. Riung Karya 4-B No. 7,31.753.636.5-429.000
Belanja Modal Pengadaan Meja Kerja,Badan Pelayanan Perizinan Terpadu,197120000,027/22/02.12/PPPL.PPBJ/XII/2014,"Belanja Pengadaan Komputer Note Book (Notebook, Tablet/ipad)",Pengadaan Langsung,31.352.071.0-422.000,CV.MULYA CIPTA JAYA,JL.Astanaanyar No. 41A/22D,74860500,74129000,73793500,CV.MULYA CIPTA JAYA JL.Astanaanyar No. 41A/22D,31.352.071.0-422.000
Belanja Modal Pengadaan Kursi Kerja,Badan Pelayanan Perizinan Terpadu,198770000,027/23/02.12/PPPL.PPBJ/XII/2014,"Belanja Alat Tulis Kantor, Dan Pendukung Kelengkapan Komputer Lainnya",Pengadaan Langsung,44.671.893.4-429.000,CV.TANJUNGSARI TIGA,Jl.TanjungSari III No.34 Antapani,94220500,92471500,92014170,CV.TANJUNGSARI TIGA Jl.TanjungSari III No.34 Antapani,44.671.893.4-429.000
Belanja Modal Pengadaan Printer,Badan Pelayanan Perizinan Terpadu,96541500,027/25/02.12/PPPL.PPBJ/XII/2014,"Belanja papan nama ruangan, papan petunjuk, penemaan ruang rapat paripurna, papan nama anggota DPRD, struktur organisasi",Pengadaan Langsung,01.622.113.7-423.000,CV. PRATAMA,Jl. Lapang Tembak No. 13,177435500,176143000,175753050,CV. PRATAMA Jl. Lapang Tembak No. 13,01.622.113.7-423.000
Belanja Modal Pengadaan Komputer/PC,Badan Pelayanan Perizinan Terpadu,195855000,027/24/02.12/PPPL.PPBJ/XII/2014,Sewa Kendaraan Darat,Pengadaan Langsung,21.131.389.5-429.000,CV. CAHAYA WILDANI,Jl Jatihandap N0. 17 Mandalajati,74635000,74195000,73975000,CV. CAHAYA WILDANI Jl Jatihandap N0. 17 Mandalajati,21.131.389.5-429.000
Belanja Modal Pengadaan Komputer/PC,Badan Pelayanan Perizinan Terpadu,195855000,027/24/02.12/PPPL.PPBJ/XII/2014,Penyediaan Makanan dan Minuman,Pengadaan Langsung,21.122.452.2-428.000,CV. KIRANA BAROKAH,Jl Maleber Barat No. 204/187 B,199600000,197700000,196750000,CV. KIRANA BAROKAH Jl Maleber Barat No. 204/187 B,21.122.452.2-428.000
Belanja Modal Pengadaan Printer,Badan Pelayanan Perizinan Terpadu,96541500,027/25/02.12/PPPL.PPBJ/XII/2014,Belanja Cetak,Pengadaan Langsung,21.112.687.5-424.000,CV. TUNAS MANDIRI,Jl. Moch. Toha Gg. Aki Apandi No. 82/203D,199905750,198813170,197720600,CV. TUNAS MANDIRI Jl. Moch. Toha Gg. Aki Apandi No. 82/203D,21.112.687.5-424.000
Belanja Bahan Bakar Minyak/Gas dan Pelumas,Badan Pemberdayaan Perempuan dan Keluarga Berencana,144356100,027/007-PPBJ-BBM1-BPPKB/2014,Belanja Cetak,Pengadaan Langsung,01.450.077.1-424.000,CV MUTIARA AGUNG,jl.a.yani blk 418,69960000,69850000,69300000,CV MUTIARA AGUNG jl.a.yani blk 418,01.450.077.1-424.000
Belanja Cetak,Badan Pemberdayaan Perempuan dan Keluarga Berencana,59468200,027/007-PPBJ-CTKSK-BPPKB/2014,Belanja Modal Pengadaan Filling Kabinet & Belaja Modal Pengadaan Pesawat Televisi,Pengadaan Langsung,02.009.146.8-429.000,CV. PERMATA CITRA,Jl. Sariwates Indah IV/41,52772500,52728500,52662500,CV. PERMATA CITRA Jl. Sariwates Indah IV/41,02.009.146.8-429.000
Belanja Alat Tulis Kantor,Badan Pemberdayaan Perempuan dan Keluarga Berencana,88686620,027/007-PPBJ-ATKSK-BPPKB/2014,Belanja Bimbingan Teknis,Pengadaan Langsung,31.585.383.2-424.000,CV.MITRATAMA HARMONY,jl.Sekelimus VII No.33,102300000,101288000,101271500,CV.MITRATAMA HARMONY jl.Sekelimus VII No.33,31.585.383.2-424.000
Belanja Bahan Bakar Minyak/Gas dan Pelumas,Badan Pemberdayaan Perempuan dan Keluarga Berencana,141401700,027/007-PPBJ-BBM2-BPPKB/2014,Pemeliharaan PJU Jl. Cisaranten Kulon (Mulai Gg. H. Mansur s/d Jl. Guruminda),Pengadaan Langsung,01.611.943.0-424.000,CV.MITRA LESTARI,Jl. Bumi Kiara Raya No.6,91142395,90938720,90872430,CV.MITRA LESTARI Jl. Bumi Kiara Raya No.6,01.611.943.0-424.000
